timestamp,temperature,precipitation,cloudcover,windspeed,airport
2024-07-01 00:00:00,13.3,0.0,0,9.1,KMDW
2024-07-01 01:00:00,13.3,0.0,0,10.3,KMDW
2024-07-01 02:00:00,12.9,0.0,0,8.9,KMDW
2024-07-01 03:00:00,12.1,0.0,0,7.1,KMDW
2024-07-01 04:00:00,11.9,0.0,0,7.8,KMDW
2024-07-01 05:00:00,12.5,0.0,0,8.0,KMDW
2024-07-01 06:00:00,14.8,0.0,0,8.6,KMDW
2024-07-01 07:00:00,17.0,0.0,0,10.3,KMDW
2024-07-01 08:00:00,18.1,0.0,0,9.4,KMDW
2024-07-01 09:00:00,19.1,0.0,0,9.8,KMDW
2024-07-01 10:00:00,19.8,0.0,39,12.0,KMDW
2024-07-01 11:00:00,20.5,0.0,43,11.5,KMDW
2024-07-01 12:00:00,21.3,0.0,100,10.9,KMDW
2024-07-01 13:00:00,21.9,0.0,84,11.6,KMDW
2024-07-01 14:00:00,22.1,0.0,100,12.3,KMDW
2024-07-01 15:00:00,22.4,0.0,99,12.4,KMDW
2024-07-01 16:00:00,22.2,0.0,100,12.3,KMDW
2024-07-01 17:00:00,21.7,0.0,100,12.4,KMDW
2024-07-01 18:00:00,20.9,0.0,100,12.3,KMDW
2024-07-01 19:00:00,19.4,0.0,100,9.4,KMDW
2024-07-01 20:00:00,18.3,0.0,93,10.8,KMDW
2024-07-01 21:00:00,18.2,0.0,30,11.3,KMDW
2024-07-01 22:00:00,17.7,0.0,100,12.0,KMDW
2024-07-01 23:00:00,17.8,0.0,100,12.4,KMDW
2024-07-02 00:00:00,18.0,0.0,100,13.7,KMDW
2024-07-02 01:00:00,18.0,0.0,100,14.0,KMDW
2024-07-02 02:00:00,17.1,0.0,97,14.7,KMDW
2024-07-02 03:00:00,16.5,0.0,100,12.6,KMDW
2024-07-02 04:00:00,16.0,0.0,100,11.4,KMDW
2024-07-02 05:00:00,16.1,0.0,100,15.8,KMDW
2024-07-02 06:00:00,16.8,0.3,100,19.7,KMDW
2024-07-02 07:00:00,19.7,0.0,100,7.4,KMDW
2024-07-02 08:00:00,21.0,0.0,100,10.6,KMDW
2024-07-02 09:00:00,21.7,0.2,100,12.2,KMDW
2024-07-02 10:00:00,23.2,0.0,100,12.4,KMDW
2024-07-02 11:00:00,23.7,0.0,100,15.4,KMDW
2024-07-02 12:00:00,25.8,0.0,100,19.6,KMDW
2024-07-02 13:00:00,27.6,0.0,70,21.0,KMDW
2024-07-02 14:00:00,28.6,0.0,2,22.1,KMDW
2024-07-02 15:00:00,28.9,0.0,1,26.1,KMDW
2024-07-02 16:00:00,28.9,0.0,0,27.3,KMDW
2024-07-02 17:00:00,28.5,0.0,0,25.6,KMDW
2024-07-02 18:00:00,27.8,0.0,38,21.1,KMDW
2024-07-02 19:00:00,26.6,0.0,100,19.6,KMDW
2024-07-02 20:00:00,26.1,0.0,100,22.3,KMDW
2024-07-02 21:00:00,25.7,0.0,100,18.6,KMDW
2024-07-02 22:00:00,25.4,0.0,100,24.1,KMDW
2024-07-02 23:00:00,25.1,0.1,100,21.9,KMDW
2024-07-03 00:00:00,25.2,0.0,100,21.7,KMDW
2024-07-03 01:00:00,24.9,0.1,100,22.3,KMDW
2024-07-03 02:00:00,23.4,0.3,100,21.9,KMDW
2024-07-03 03:00:00,20.8,1.6,100,13.6,KMDW
2024-07-03 04:00:00,20.9,5.4,100,12.1,KMDW
2024-07-03 05:00:00,20.9,10.4,100,9.7,KMDW
2024-07-03 06:00:00,21.9,0.1,67,15.6,KMDW
2024-07-03 07:00:00,23.8,0.0,97,15.3,KMDW
2024-07-03 08:00:00,24.6,0.3,100,16.5,KMDW
2024-07-03 09:00:00,24.8,0.8,100,13.4,KMDW
2024-07-03 10:00:00,25.9,0.0,93,11.5,KMDW
2024-07-03 11:00:00,27.0,0.0,60,10.5,KMDW
2024-07-03 12:00:00,28.7,0.0,20,9.2,KMDW
2024-07-03 13:00:00,30.0,0.0,10,10.1,KMDW
2024-07-03 14:00:00,30.9,0.0,25,11.3,KMDW
2024-07-03 15:00:00,31.3,0.0,89,13.7,KMDW
2024-07-03 16:00:00,31.0,0.0,95,14.8,KMDW
2024-07-03 17:00:00,30.3,0.0,35,13.9,KMDW
2024-07-03 18:00:00,28.8,0.0,98,10.9,KMDW
2024-07-03 19:00:00,26.4,0.0,67,10.4,KMDW
2024-07-03 20:00:00,24.7,0.0,58,9.8,KMDW
2024-07-03 21:00:00,23.7,0.0,56,9.8,KMDW
2024-07-03 22:00:00,23.2,0.0,100,9.9,KMDW
2024-07-03 23:00:00,22.7,0.0,100,10.6,KMDW
2024-07-04 00:00:00,23.1,0.0,100,8.7,KMDW
2024-07-04 01:00:00,22.2,0.0,100,6.1,KMDW
2024-07-04 02:00:00,21.6,0.0,100,6.4,KMDW
2024-07-04 03:00:00,20.8,0.0,58,5.8,KMDW
2024-07-04 04:00:00,19.8,0.0,94,5.7,KMDW
2024-07-04 05:00:00,19.8,0.0,38,5.0,KMDW
2024-07-04 06:00:00,22.0,0.0,56,5.0,KMDW
2024-07-04 07:00:00,23.3,0.0,100,2.2,KMDW
2024-07-04 08:00:00,24.1,0.0,100,5.4,KMDW
2024-07-04 09:00:00,23.9,0.2,100,5.2,KMDW
2024-07-04 10:00:00,24.0,0.4,100,1.1,KMDW
2024-07-04 11:00:00,24.2,0.4,100,3.2,KMDW
2024-07-04 12:00:00,25.0,0.1,100,9.4,KMDW
2024-07-04 13:00:00,24.6,0.0,100,11.3,KMDW
2024-07-04 14:00:00,25.3,0.0,100,7.1,KMDW
2024-07-04 15:00:00,25.2,0.0,100,3.6,KMDW
2024-07-04 16:00:00,25.7,0.0,100,4.4,KMDW
2024-07-04 17:00:00,25.5,0.0,13,7.9,KMDW
2024-07-04 18:00:00,24.6,0.0,21,7.7,KMDW
2024-07-04 19:00:00,24.0,0.0,8,4.9,KMDW
2024-07-04 20:00:00,21.3,0.0,3,8.4,KMDW
2024-07-04 21:00:00,21.4,0.0,4,7.2,KMDW
2024-07-04 22:00:00,20.2,0.0,7,6.8,KMDW
2024-07-04 23:00:00,19.8,0.0,1,6.9,KMDW
2024-07-05 00:00:00,19.7,0.0,4,8.9,KMDW
2024-07-05 01:00:00,19.6,0.0,91,7.4,KMDW
2024-07-05 02:00:00,19.4,0.0,28,6.4,KMDW
2024-07-05 03:00:00,19.4,0.0,20,9.8,KMDW
2024-07-05 04:00:00,19.5,0.0,32,9.5,KMDW
2024-07-05 05:00:00,20.1,0.1,43,12.5,KMDW
2024-07-05 06:00:00,21.4,0.0,8,12.0,KMDW
2024-07-05 07:00:00,22.4,0.0,9,12.0,KMDW
2024-07-05 08:00:00,24.4,0.0,5,14.5,KMDW
2024-07-05 09:00:00,25.7,0.0,0,16.0,KMDW
2024-07-05 10:00:00,26.5,0.0,0,17.5,KMDW
2024-07-05 11:00:00,27.0,0.0,17,18.0,KMDW
2024-07-05 12:00:00,27.3,0.0,21,20.1,KMDW
2024-07-05 13:00:00,27.0,0.1,25,22.6,KMDW
2024-07-05 14:00:00,27.2,0.1,39,22.8,KMDW
2024-07-05 15:00:00,27.0,0.0,45,25.2,KMDW
2024-07-05 16:00:00,26.3,0.0,21,26.8,KMDW
2024-07-05 17:00:00,25.1,0.0,25,24.1,KMDW
2024-07-05 18:00:00,24.2,0.0,18,19.5,KMDW
2024-07-05 19:00:00,22.1,0.0,19,15.5,KMDW
2024-07-05 20:00:00,21.2,0.0,5,11.9,KMDW
2024-07-05 21:00:00,20.4,0.0,18,10.0,KMDW
2024-07-05 22:00:00,19.8,0.0,12,10.0,KMDW
2024-07-05 23:00:00,19.3,0.0,13,10.1,KMDW
2024-07-06 00:00:00,18.6,0.0,11,8.8,KMDW
2024-07-06 01:00:00,17.9,0.0,0,9.6,KMDW
2024-07-06 02:00:00,17.3,0.0,0,9.8,KMDW
2024-07-06 03:00:00,16.6,0.0,0,7.1,KMDW
2024-07-06 04:00:00,16.0,0.0,0,5.4,KMDW
2024-07-06 05:00:00,16.0,0.0,0,5.0,KMDW
2024-07-06 06:00:00,17.8,0.0,0,4.0,KMDW
2024-07-06 07:00:00,20.2,0.0,1,5.5,KMDW
2024-07-06 08:00:00,21.9,0.1,14,6.8,KMDW
